Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,同意声明点击同意✔的同时，您并没有放弃您的合法权益，研究者和瑞尔森大学仍受法律责任和专业义务的管制。 本人已阅读并理解以上信息。本人知道可以在任何时间，不需经任何同意的情况下退出此研究，关闭浏览器即可。,,我认为产品商标上的环保标志是很重要的。,我比较相信产品商标上的环保信息。,我理解环保认证的概念。,我相信个人可以做许多事情来改善环境。,我相信企业、公司可以做很多事情来改善环境。,我认为有必要对时尚产品进行环保认证。,我相信环保认证对买家是有帮助的。,如果可以的话，我会寻求有环保认证的衣服。,只要有可能，我就会购买我认为环保的产品。,我愿意为环保产品付更高的价钱。,我愿意为有环保认证的衣服支付额外费用。,我做好了为环保产品支付更高价格的准备。,我愿意用减少消费支出的方式来保护环境。,保护自然环境提高了我的生活质量。,当我在两件相同的衣服中做选择时，我会买对他人和环境更无害的那一件。,我会避免购买对环境有潜在伤害性的衣服。,支持环境保护这件事使我更加致力于环境保护。,比起其他任何类型的衣服，我更愿意把钱花在生态友好型的衣服上。,我认为生态友好型服装的价格通常高于平均值。,我更喜欢购买环保服装，即使它更贵一些。,我相信一个具有经认证环保标签的服装品牌，是一个被社会所接受的购买品牌。,我宁愿坚持一个众所周知的传统服装品牌，也不愿意尝试生态友好型品牌。,如果我喜欢一个品牌，我不会为了尝试新鲜物品，而轻易去改变对这个品牌的喜爱。,如果环保型服装不是品牌服饰，那对我来说都没什么差别。,我认为环保型服饰，例如有机棉，比传统服饰更具时尚感。,我相信环保服装的质量通常高于其他服装。,我相信国家会对环境产生积极的影响。,支持环境保护让我更具有社会责任感。,我对购买环保服装感到满意，因此我也会购买这种服装。,你认识以下这些流行的纺织品环保标签吗？,,,,,,,以下因素对你的服装购买决策有多重要？,,,,,,,,,,,,,通常我都是我朋友圈里最后一个知道最新设计师和时尚潮流的人。,和我的朋友们相比，我很少买新的流行款式。,通常我都是我朋友圈中最后一个购买新时尚款式的人。,我比其他人更先了解新的时尚款式。,如果我听说了新的时装款式或造型，并且知道可以通过当地的精品店或百货商店买到它们，我会很有兴趣去买。,我会考虑购买新的时尚款式，即使是我之前没有听说过的。,以下因素对你的服装购买决策有多重要？,,,,,,,,你每年花多少钱在服装上？,你的就业状况如何？,性別,你的每年收入水平属于以下哪一栏（以家庭为单位）,你的年龄是?,你的最高学历是什么？,你的婚姻状况如何？
11148904485,214327343,11/15/2019 08:48:51 PM,11/15/2019 09:02:32 PM,112.97.240.40,,,,,同意,,保持中立,保持中立,保持中立,保持中立,同意,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,,,,,,,以上一個也沒聽說過,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,收入的16%-20%,学生,女,"40,000元至 59,999元",18-24,大专文凭,单身
11148904004,214327343,11/15/2019 08:50:05 PM,11/15/2019 08:53:56 PM,117.136.40.49,,,,,同意,,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,保持中立,保持中立,保持中立,保持中立,同意,保持中立,同意,完全同意,保持中立,同意,保持中立,保持中立,保持中立,同意,保持中立,保持中立,保持中立,完全同意,同意,保持中立,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11148903429,214327343,11/15/2019 08:48:58 PM,11/15/2019 08:50:35 PM,223.104.63.52,,,,,同意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11148901393,214327343,11/15/2019 08:47:57 PM,11/15/2019 11:28:52 PM,223.104.65.3,,,,,同意,,完全同意,不同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,不同意,同意,完全同意,完全不同意,不同意,同意,完全同意,同意,不同意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11148899396,214327343,11/15/2019 08:46:35 PM,11/15/2019 08:55:02 PM,223.104.65.1,,,,,同意,,完全同意,同意,同意,完全同意,完全同意,完全同意,同意,同意,完全同意,保持中立,保持中立,保持中立,保持中立,同意,保持中立,保持中立,同意,同意,同意,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,同意,完全同意,保持中立,,,,,,,以上一個也沒聽說過,一般重要,非常重要,重要,重要,非常重要,重要,非常重要,不重要,重要,一般重要,重要,一般重要,一般重要,同意,保持中立,保持中立,保持中立,保持中立,保持中立,一般重要,一般重要,一般重要,非常重要,一般重要,一般重要,一般重要,一般重要,收入的11%-15%,学生,男,"少于 20,000元",18-24,大专文凭,单身
11148899310,214327343,11/15/2019 08:46:29 PM,11/15/2019 08:52:12 PM,113.75.17.21,,,,,同意,,完全同意,完全同意,保持中立,完全同意,完全同意,完全同意,同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,,,,,,,以上一個也沒聽說過,非常重要,非常重要,非常重要,非常重要,非常重要,一般重要,非常重要,完全不重要,非常重要,不重要,非常重要,非常重要,非常重要,保持中立,同意,完全同意,保持中立,完全同意,保持中立,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,少于我收入的5%,学生,男,"少于 20,000元",18-24,大专文凭,单身
11148897536,214327343,11/15/2019 08:44:59 PM,11/15/2019 08:51:22 PM,61.147.108.205,,,,,同意,,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,,,,,,,以上一個也沒聽說過,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,收入的16%-20%,学生,女,"20,000元至 39,999元",18-24,大专文凭,单身
11148897070,214327343,11/15/2019 08:38:30 PM,11/15/2019 08:56:28 PM,223.74.59.187,,,,,同意,,完全同意,同意,同意,同意,同意,同意,同意,同意,同意,不同意,同意,保持中立,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,,,,,,,以上一個也沒聽說過,重要,重要,重要,重要,重要,重要,重要,重要,重要,重要,重要,重要,重要,同意,同意,同意,同意,同意,同意,重要,重要,重要,重要,重要,重要,重要,重要,收入的26%-30%,学生,女,"40,000元至 59,999元",18-24,大专文凭,其他
11148896216,214327343,11/15/2019 08:43:53 PM,11/15/2019 08:49:29 PM,112.97.249.75,,,,,同意,,同意,同意,同意,同意,同意,同意,同意,同意,同意,保持中立,保持中立,保持中立,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,,,https://oecotextiles.files.wordpress.com/2011/08/gots-logo1.jpg,,,,,重要,重要,重要,重要,重要,重要,重要,重要,重要,重要,重要,重要,重要,同意,同意,同意,同意,同意,同意,重要,重要,重要,重要,重要,重要,重要,重要,收入的5%-10%,学生,女,"少于 20,000元",18-24,大专文凭,单身
11148895841,214327343,11/15/2019 08:43:25 PM,11/15/2019 08:58:09 PM,223.104.1.20,,,,,同意,,完全同意,同意,保持中立,同意,同意,同意,保持中立,保持中立,同意,同意,保持中立,同意,同意,同意,同意,同意,同意,同意,保持中立,保持中立,同意,保持中立,保持中立,不同意,保持中立,保持中立,同意,同意,同意,,,https://oecotextiles.files.wordpress.com/2011/08/gots-logo1.jpg,,,,,重要,非常重要,重要,非常重要,重要,重要,重要,一般重要,一般重要,一般重要,重要,重要,非常重要,不同意,同意,保持中立,保持中立,保持中立,保持中立,重要,非常重要,重要,非常重要,重要,非常重要,非常重要,非常重要,少于我收入的5%,学生,女,"少于 20,000元",18-24,大专文凭,单身
11148894201,214327343,11/15/2019 08:40:14 PM,11/15/2019 08:57:08 PM,120.229.159.151,,,,,同意,,完全同意,同意,同意,同意,完全同意,同意,完全同意,同意,完全同意,保持中立,保持中立,保持中立,同意,同意,同意,同意,同意,同意,同意,保持中立,同意,不同意,不同意,不同意,同意,保持中立,同意,同意,同意,,,,,,,以上一個也沒聽說過,非常重要,非常重要,重要,非常重要,一般重要,重要,非常重要,一般重要,非常重要,一般重要,一般重要,重要,非常重要,不同意,不同意,不同意,保持中立,同意,同意,重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,重要,收入的16%-20%,学生,女,"少于 20,000元",18-24,大专文凭,单身
11148892435,214327343,11/15/2019 08:41:00 PM,11/15/2019 08:43:54 PM,14.28.30.71,,,,,同意,,完全同意,同意,完全同意,完全同意,完全同意,同意,完全同意,保持中立,保持中立,保持中立,保持中立,保持中立,同意,同意,同意,同意,同意,保持中立,完全不同意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11148891349,214327343,11/15/2019 08:37:52 PM,11/15/2019 08:46:52 PM,14.28.26.154,,,,,同意,,同意,保持中立,保持中立,保持中立,不同意,同意,同意,同意,保持中立,保持中立,不同意,不同意,保持中立,保持中立,同意,保持中立,保持中立,同意,同意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11148890104,214327343,11/15/2019 08:37:43 PM,11/15/2019 08:54:40 PM,223.104.65.33,,,,,同意,,完全同意,同意,同意,同意,同意,同意,同意,保持中立,同意,保持中立,保持中立,保持中立,同意,同意,同意,同意,同意,同意,同意,保持中立,同意,保持中立,保持中立,保持中立,同意,同意,同意,同意,同意,,,https://oecotextiles.files.wordpress.com/2011/08/gots-logo1.jpg,,,https://i1.wp.com/ohganix.com/wp-content/uploads/2016/03/Oekotex-Symbol-English-w-transparent-background-copy1.jpg,,重要,非常重要,非常重要,非常重要,重要,一般重要,重要,不重要,一般重要,不重要,一般重要,重要,非常重要,保持中立,同意,保持中立,保持中立,保持中立,保持中立,一般重要,一般重要,重要,非常重要,一般重要,重要,完全不重要,一般重要,收入的11%-15%,学生,女,"20,000元至 39,999元",18-24,大专文凭,单身
11148885994,214327343,11/15/2019 08:35:19 PM,11/15/2019 08:56:04 PM,223.104.65.6,,,,,同意,,完全同意,不同意,保持中立,完全不同意,不同意,同意,不同意,同意,完全不同意,保持中立,不同意,不同意,同意,同意,保持中立,同意,同意,保持中立,保持中立,不同意,保持中立,不同意,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Fairtrade_Certification_Mark.svg/480px-Fairtrade_Certification_Mark.svg.png,,https://oecotextiles.files.wordpress.com/2011/08/gots-logo1.jpg,,,,,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,重要,一般重要,重要,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,重要,重要,一般重要,一般重要,一般重要,一般重要,一般重要,重要,收入的5%-10%,学生,女,"少于 20,000元",18-24,大专文凭,单身
11148885656,214327343,11/15/2019 08:35:13 PM,11/15/2019 08:41:51 PM,183.25.123.69,,,,,同意,,同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,同意,完全同意,保持中立,保持中立,保持中立,保持中立,同意,完全同意,同意,完全同意,完全同意,保持中立,保持中立,同意,不同意,不同意,不同意,保持中立,保持中立,完全同意,完全同意,同意,,,,,,,以上一個也沒聽說過,重要,重要,一般重要,重要,重要,一般重要,重要,不重要,重要,一般重要,重要,一般重要,重要,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,重要,重要,重要,重要,重要,重要,重要,重要,收入的26%-30%,学生,男,"20,000元至 39,999元",18-24,大专文凭,单身
11148885307,214327343,11/15/2019 08:33:42 PM,11/15/2019 09:01:37 PM,223.104.63.61,,,,,同意,,同意,同意,完全同意,同意,同意,同意,同意,同意,同意,同意,保持中立,保持中立,同意,同意,同意,同意,同意,保持中立,保持中立,保持中立,保持中立,不同意,保持中立,保持中立,保持中立,保持中立,同意,同意,同意,,,,,https://cleanclothes.org/about/CleanClothesCampaignLogo.jpg,,,重要,重要,重要,重要,重要,重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,保持中立,保持中立,保持中立,保持中立,保持中立,不同意,一般重要,一般重要,一般重要,重要,重要,重要,一般重要,一般重要,少于我收入的5%,学生,女,"于200,000元",18-24,大专文凭,其他
11148883598,214327343,11/15/2019 08:33:31 PM,11/15/2019 08:40:44 PM,223.104.64.242,,,,,同意,,同意,同意,保持中立,同意,同意,同意,同意,同意,同意,不同意,不同意,完全不同意,保持中立,保持中立,同意,同意,同意,同意,保持中立,不同意,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,同意,同意,保持中立,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Fairtrade_Certification_Mark.svg/480px-Fairtrade_Certification_Mark.svg.png,,,,,,,重要,重要,重要,重要,重要,重要,重要,一般重要,非常重要,非常重要,非常重要,重要,重要,不同意,保持中立,不同意,保持中立,保持中立,保持中立,重要,重要,重要,非常重要,重要,重要,非常重要,非常重要,少于我收入的5%,学生,女,"少于 20,000元",18-24,大专文凭,单身
11148882026,214327343,11/15/2019 08:32:12 PM,11/15/2019 08:48:03 PM,183.37.143.72,,,,,同意,,完全同意,完全同意,完全同意,同意,同意,同意,完全同意,完全同意,完全同意,保持中立,保持中立,保持中立,同意,同意,同意,同意,同意,同意,保持中立,保持中立,完全同意,保持中立,同意,保持中立,保持中立,保持中立,完全同意,同意,保持中立,,,,,,https://i1.wp.com/ohganix.com/wp-content/uploads/2016/03/Oekotex-Symbol-English-w-transparent-background-copy1.jpg,,重要,非常重要,重要,非常重要,重要,非常重要,非常重要,一般重要,重要,一般重要,非常重要,非常重要,非常重要,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,重要,非常重要,非常重要,重要,重要,非常重要,非常重要,非常重要,收入的16%-20%,学生,女,"80,000元至 99,999元",18-24,大专文凭,单身
11148879421,214327343,11/15/2019 08:29:43 PM,11/15/2019 08:40:33 PM,223.104.65.0,,,,,同意,,完全同意,同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,保持中立,保持中立,保持中立,同意,同意,完全同意,同意,完全同意,完全同意,同意,同意,同意,保持中立,保持中立,不同意,保持中立,保持中立,同意,完全同意,同意,,,,,,https://i1.wp.com/ohganix.com/wp-content/uploads/2016/03/Oekotex-Symbol-English-w-transparent-background-copy1.jpg,,非常重要,非常重要,重要,非常重要,重要,重要,重要,不重要,重要,不重要,一般重要,重要,非常重要,不同意,不同意,不同意,保持中立,保持中立,保持中立,一般重要,一般重要,一般重要,重要,重要,重要,重要,重要,收入的16%-20%,学生,女,"少于 20,000元",18-24,大专文凭,单身
11148875669,214327343,11/15/2019 08:26:45 PM,11/15/2019 08:27:49 PM,117.136.40.63,,,,,同意,,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11148872924,214327343,11/15/2019 08:24:35 PM,11/15/2019 08:30:44 PM,14.28.50.109,,,,,同意,,同意,同意,同意,同意,同意,完全同意,完全同意,同意,完全同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Fairtrade_Certification_Mark.svg/480px-Fairtrade_Certification_Mark.svg.png,,https://oecotextiles.files.wordpress.com/2011/08/gots-logo1.jpg,,,,以上一個也沒聽說過,重要,重要,非常重要,非常重要,非常重要,一般重要,非常重要,非常重要,非常重要,一般重要,重要,重要,重要,保持中立,同意,保持中立,保持中立,保持中立,保持中立,重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,少于我收入的5%,学生,女,"少于 20,000元",18-24,大专文凭,单身
11148871397,214327343,11/15/2019 08:07:11 PM,11/15/2019 08:23:42 PM,120.229.161.174,,,,,同意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11148870273,214327343,11/15/2019 08:21:15 PM,11/15/2019 08:38:31 PM,223.104.63.54,,,,,同意,,保持中立,保持中立,同意,同意,同意,保持中立,同意,保持中立,同意,保持中立,保持中立,不同意,同意,同意,同意,同意,同意,同意,保持中立,同意,同意,保持中立,不同意,保持中立,保持中立,保持中立,完全同意,同意,同意,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Fairtrade_Certification_Mark.svg/480px-Fairtrade_Certification_Mark.svg.png,https://landleder.de/website/images/care%20logo%20klein%20copy.jpg,https://oecotextiles.files.wordpress.com/2011/08/gots-logo1.jpg,https://www.fairwear.org/wp-content/themes/fairwear/dist/img/fair-wear-foundation-logo.png,https://cleanclothes.org/about/CleanClothesCampaignLogo.jpg,https://i1.wp.com/ohganix.com/wp-content/uploads/2016/03/Oekotex-Symbol-English-w-transparent-background-copy1.jpg,,非常重要,重要,重要,重要,一般重要,一般重要,重要,一般重要,重要,重要,一般重要,一般重要,重要,保持中立,同意,同意,保持中立,不同意,保持中立,重要,重要,重要,重要,重要,重要,重要,重要,收入的11%-15%,学生,女,"少于 20,000元",18-24,大专文凭,单身
11148867792,214327343,11/15/2019 08:20:02 PM,11/15/2019 08:29:39 PM,183.39.24.178,,,,,同意,,完全同意,保持中立,同意,完全同意,完全同意,同意,同意,同意,同意,保持中立,保持中立,保持中立,同意,同意,同意,同意,保持中立,同意,同意,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,同意,保持中立,保持中立,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Fairtrade_Certification_Mark.svg/480px-Fairtrade_Certification_Mark.svg.png,,,,,,,重要,重要,重要,重要,一般重要,重要,重要,一般重要,重要,一般重要,一般重要,重要,重要,保持中立,不同意,不同意,保持中立,保持中立,保持中立,一般重要,一般重要,一般重要,重要,重要,重要,重要,重要,收入的16%-20%,学生,女,"20,000元至 39,999元",18-24,大专文凭,单身
11148866140,214327343,11/15/2019 08:17:43 PM,11/15/2019 08:33:41 PM,223.104.63.60,,,,,同意,,完全同意,保持中立,保持中立,完全同意,完全同意,完全同意,同意,同意,同意,保持中立,同意,保持中立,同意,完全同意,完全同意,完全同意,完全同意,同意,同意,同意,同意,保持中立,同意,保持中立,保持中立,保持中立,同意,同意,同意,,,,,,,以上一個也沒聽說過,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,重要,重要,一般重要,重要,非常重要,非常重要,不同意,保持中立,不同意,保持中立,保持中立,保持中立,重要,重要,重要,重要,重要,重要,重要,重要,收入的16%-20%,学生,女,"少于 20,000元",18-24,大专文凭,单身
11148866108,214327343,11/15/2019 08:18:33 PM,11/15/2019 08:28:32 PM,203.168.15.190,,,,,同意,,完全同意,同意,同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,同意,完全同意,同意,同意,完全同意,同意,完全同意,同意,同意,完全同意,,,https://oecotextiles.files.wordpress.com/2011/08/gots-logo1.jpg,,,,,重要,重要,重要,重要,重要,一般重要,重要,重要,非常重要,非常重要,重要,非常重要,非常重要,同意,完全同意,同意,同意,同意,同意,重要,重要,重要,重要,重要,重要,重要,重要,收入的5%-10%,学生,男,"少于 20,000元",18-24,大专文凭,单身
11148863418,214327343,11/15/2019 08:10:23 PM,11/15/2019 08:49:38 PM,183.25.126.12,,,,,同意,,同意,同意,保持中立,同意,同意,完全同意,同意,完全同意,完全同意,不同意,不同意,不同意,同意,同意,同意,同意,完全同意,完全同意,同意,保持中立,完全同意,不同意,保持中立,不同意,同意,同意,同意,完全同意,完全同意,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Fairtrade_Certification_Mark.svg/480px-Fairtrade_Certification_Mark.svg.png,,https://oecotextiles.files.wordpress.com/2011/08/gots-logo1.jpg,,,,,重要,重要,重要,重要,一般重要,非常重要,非常重要,一般重要,重要,不重要,不重要,重要,重要,不同意,不同意,不同意,保持中立,同意,保持中立,一般重要,一般重要,重要,非常重要,重要,非常重要,非常重要,重要,收入的16%-20%,学生,女,"少于 20,000元",18-24,大专文凭,单身
11148863279,214327343,11/15/2019 08:16:46 PM,11/15/2019 08:25:05 PM,183.39.157.79,,,,,同意,,同意,保持中立,同意,同意,同意,同意,同意,同意,同意,保持中立,保持中立,保持中立,保持中立,同意,同意,同意,同意,保持中立,同意,保持中立,同意,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,,,,,,,以上一個也沒聽說過,重要,重要,一般重要,非常重要,一般重要,重要,非常重要,不重要,重要,一般重要,一般重要,一般重要,一般重要,保持中立,完全不同意,完全不同意,同意,保持中立,保持中立,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,收入的11%-15%,学生,男,"少于 20,000元",18-24,大专文凭,单身
11148861804,214327343,11/15/2019 08:15:21 PM,11/15/2019 08:22:15 PM,112.97.182.77,,,,,同意,,完全同意,保持中立,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,保持中立,保持中立,保持中立,完全同意,完全同意,完全同意,同意,同意,同意,保持中立,同意,完全同意,同意,保持中立,保持中立,同意,同意,完全同意,完全同意,完全同意,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Fairtrade_Certification_Mark.svg/480px-Fairtrade_Certification_Mark.svg.png,,https://oecotextiles.files.wordpress.com/2011/08/gots-logo1.jpg,,https://cleanclothes.org/about/CleanClothesCampaignLogo.jpg,,,重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,非常重要,重要,非常重要,非常重要,非常重要,非常重要,保持中立,保持中立,保持中立,同意,同意,同意,一般重要,重要,重要,非常重要,非常重要,非常重要,非常重要,非常重要,收入的26%-30%,学生,女,"少于 20,000元",18-24,大专文凭,其他
11148861269,214327343,11/15/2019 08:15:11 PM,11/15/2019 08:20:48 PM,120.229.163.248,,,,,同意,,完全同意,同意,同意,同意,同意,同意,同意,保持中立,同意,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,同意,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,,https://landleder.de/website/images/care%20logo%20klein%20copy.jpg,https://oecotextiles.files.wordpress.com/2011/08/gots-logo1.jpg,,https://cleanclothes.org/about/CleanClothesCampaignLogo.jpg,https://i1.wp.com/ohganix.com/wp-content/uploads/2016/03/Oekotex-Symbol-English-w-transparent-background-copy1.jpg,,非常重要,非常重要,非常重要,非常重要,重要,一般重要,非常重要,重要,重要,重要,重要,重要,重要,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,一般重要,重要,重要,重要,重要,非常重要,重要,一般重要,收入的16%-20%,学生,其他,"少于 20,000元",18-24,大专文凭,其他
11148859559,214327343,11/15/2019 08:13:31 PM,11/15/2019 08:21:54 PM,112.97.249.210,,,,,同意,,完全同意,保持中立,完全同意,完全同意,完全同意,完全同意,同意,同意,同意,保持中立,保持中立,保持中立,保持中立,同意,同意,同意,同意,同意,同意,保持中立,同意,不同意,不同意,保持中立,保持中立,保持中立,同意,同意,保持中立,,,,,,,以上一個也沒聽說過,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,一般重要,收入的11%-15%,学生,男,"少于 20,000元",18-24,大专文凭,已婚
11148859516,214327343,11/15/2019 08:09:15 PM,11/15/2019 09:17:41 PM,223.104.1.113,,,,,同意,,同意,同意,同意,同意,保持中立,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,,,https://oecotextiles.files.wordpress.com/2011/08/gots-logo1.jpg,,https://cleanclothes.org/about/CleanClothesCampaignLogo.jpg,,,重要,重要,重要,重要,重要,重要,重要,重要,重要,一般重要,重要,重要,重要,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,重要,重要,重要,重要,重要,重要,重要,重要,收入的16%-20%,学生,女,"40,000元至 59,999元",18-24,大专文凭,其他
11148856206,214327343,11/15/2019 08:11:05 PM,11/15/2019 08:11:26 PM,119.136.145.3,,,,,同意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11148856102,214327343,11/15/2019 08:10:34 PM,11/15/2019 09:00:26 PM,112.97.242.249,,,,,同意,,完全同意,同意,同意,完全同意,完全同意,同意,完全同意,同意,完全同意,保持中立,保持中立,保持中立,完全同意,完全同意,同意,完全同意,完全同意,同意,完全同意,保持中立,同意,不同意,不同意,完全不同意,保持中立,保持中立,完全同意,完全同意,保持中立,,,,,,,以上一個也沒聽說過,非常重要,一般重要,一般重要,一般重要,重要,非常重要,重要,不重要,重要,不重要,一般重要,一般重要,一般重要,保持中立,同意,保持中立,保持中立,不同意,同意,不重要,一般重要,一般重要,重要,重要,重要,非常重要,一般重要,少于我收入的5%,学生,女,"少于 20,000元",18-24,大专文凭,单身
11148855542,214327343,11/15/2019 08:10:25 PM,11/15/2019 08:19:47 PM,183.30.176.131,,,,,同意,,完全同意,同意,同意,同意,同意,同意,同意,同意,同意,保持中立,同意,同意,同意,同意,同意,同意,同意,同意,同意,保持中立,同意,保持中立,同意,保持中立,保持中立,同意,同意,同意,同意,,,https://oecotextiles.files.wordpress.com/2011/08/gots-logo1.jpg,,,,,重要,重要,重要,重要,重要,重要,重要,一般重要,重要,一般重要,重要,重要,非常重要,同意,保持中立,同意,不同意,保持中立,保持中立,重要,重要,重要,重要,重要,重要,重要,重要,收入的5%-10%,学生,女,"60,000元至 79,999元",18-24,大专文凭,其他
11148850744,214327343,11/15/2019 08:06:31 PM,11/15/2019 08:07:06 PM,183.37.159.56,,,,,,不同意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11148849894,214327343,11/15/2019 08:05:52 PM,11/15/2019 11:28:02 PM,112.97.240.104,,,,,同意,,同意,保持中立,完全同意,完全同意,完全同意,同意,同意,同意,同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,完全同意,同意,完全同意,完全同意,完全同意,保持中立,完全不同意,保持中立,保持中立,完全同意,完全同意,完全同意,,,,,,,以上一個也沒聽說過,非常重要,非常重要,一般重要,重要,一般重要,非常重要,非常重要,一般重要,重要,一般重要,不重要,一般重要,非常重要,保持中立,保持中立,保持中立,保持中立,保持中立,保持中立,一般重要,一般重要,一般重要,重要,重要,一般重要,重要,完全不重要,超过我收入的30%,学生,女,"40,000元至 59,999元",18-24,大专文凭,单身
